subject,party,poll_start,poll_end,pollster,grade,sample_size,population,poll_weight,poll_influence,approve,disapprove,approve_adjusted,disapprove_adjusted,registered_voter,likely_voter
Biden,D,2021-01-24,2021-01-26,YouGov,B+,477,unregistered,0.62852377,0,84,3,86.911862,2.3293228,FALSE,FALSE
Biden,D,2021-01-28,2021-02-01,Quinnipiac University,A-,333.25,unregistered,0.63171525,0,93,5,92.320673,5.4727051,FALSE,FALSE
Biden,D,2021-01-29,2021-02-01,Morning Consult,B,808,registered voter,0.83374667,0,89,7,90.425901,6.3301544,TRUE,FALSE
Biden,D,2021-01-31,2021-02-02,YouGov,B+,484,unregistered,0.54932427,0,88,7,90.911862,6.3293228,FALSE,FALSE
Biden,D,2021-02-02,2021-02-02,Data for Progress,B,564,unregistered,0.88839773,0,89.22,7.14,89.629258,6.6697345,FALSE,FALSE
Biden,D,2021-02-05,2021-02-07,YouGov,B+,336,unregistered,0.35218737,0,88,8,90.911862,7.3293228,FALSE,FALSE
Biden,D,2021-02-06,2021-02-09,YouGov,B+,566,unregistered,0.57737008,0,89,5,91.911862,4.3293228,FALSE,FALSE
Biden,D,2021-02-03,2021-02-18,Gallup,B+,326,unregistered,0.64281755,0,95,5,94.656409,4.5788953,FALSE,FALSE
Biden,D,2021-02-11,2021-02-15,Global Strategy Group/GBAO (Navigator Research),B/C,426.8,registered voter,0.55080056,0,93,3,92.400862,3.5028142,TRUE,FALSE
Biden,D,2021-02-11,2021-02-14,Quinnipiac University,A-,306.24,unregistered,0.58374416,0,95,2,94.320673,2.4727051,FALSE,FALSE
Biden,D,2021-02-12,2021-02-15,YouGov,B+,332,unregistered,0.33126549,0,86,4,88.911862,3.3293228,FALSE,FALSE
Biden,D,2021-02-12,2021-02-15,Morning Consult,B,800,registered voter,0.62621015,0,88,6,89.425901,5.3301544,TRUE,FALSE
Biden,D,2021-02-13,2021-02-16,YouGov,B+,517,unregistered,0.51542643,0,91,5,93.911862,4.3293228,FALSE,FALSE
Biden,D,2021-02-18,2021-02-20,Morning Consult,B,999.95,registered voter,0.73752196,0,91,6,92.425901,5.3301544,TRUE,FALSE
Biden,D,2021-02-17,2021-02-20,American Research Group,C+,365,unregistered,0.56188532,0,98,1,95.718316,3.0519352,FALSE,FALSE
Biden,D,2021-02-15,2021-02-23,Kaiser Family Foundation,NA,764,unregistered,1.3527923,0,92,3,92.002069,3.6135635,FALSE,FALSE
Biden,D,2021-02-19,2021-02-22,YouGov,B+,520,unregistered,0.52309329,0,87,7,89.911862,6.3293228,FALSE,FALSE
Biden,D,2021-02-23,2021-02-25,Harris Insights & Analytics,B+,658,registered voter,0.73326005,0,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-02-23,2021-02-24,Harris Insights & Analytics,B+,999.95,registered voter,1.1143213,0,92,8,91.040754,7.609612,TRUE,FALSE
Biden,D,2021-02-25,2021-03-01,Global Strategy Group/GBAO (Navigator Research),B/C,412.87,registered voter,0.48383715,0,93,5,92.400862,5.5028142,TRUE,FALSE
Biden,D,2021-02-25,2021-03-01,AP-NORC,NA,630.96,unregistered,0.99482162,0,97,3,95.79637,3.403384,FALSE,FALSE
Biden,D,2021-02-26,2021-03-01,Morning Consult,B,798,registered voter,0.62639373,0,87,9,88.425901,8.3301544,TRUE,FALSE
Biden,D,2021-02-27,2021-03-02,YouGov,B+,531,unregistered,0.52059261,0,85,7,87.911862,6.3293228,FALSE,FALSE
Biden,D,2021-03-02,2021-03-02,Data for Progress,B,457,unregistered,0.73930384,0,90.46,6.41,90.869258,5.9397345,FALSE,FALSE
Biden,D,2021-03-03,2021-03-08,Marist College,A,367.88,unregistered,0.74138576,0,91,7,90.190218,7.506661,FALSE,FALSE
Biden,D,2021-03-03,2021-03-08,SSRS,C,302.7,unregistered,0.48988024,0,96,4,94.652863,4.6800787,FALSE,FALSE
Biden,D,2021-03-04,2021-03-08,YouGov,B+,605,unregistered,0.58287363,0,87,8,89.911862,7.3293228,FALSE,FALSE
Biden,D,2021-03-06,2021-03-09,YouGov,B+,485,unregistered,0.46796476,0,82,10,84.911862,9.3293228,FALSE,FALSE
Biden,D,2021-03-11,2021-03-12,Ipsos,B-,999.95,unregistered,1.1464875,0,95,5,95.068512,4.4569596,FALSE,FALSE
Biden,D,2021-03-11,2021-03-15,Global Strategy Group/GBAO (Navigator Research),B/C,410.41,registered voter,0.46684866,0,94,5,93.400862,5.5028142,TRUE,FALSE
Biden,D,2021-03-12,2021-03-15,Morning Consult,B,861,registered voter,0.69913363,0,91,5,92.425901,4.3301544,TRUE,FALSE
Biden,D,2021-03-13,2021-03-17,YouGov,B+,536,unregistered,0.515343,0,89,6,91.911862,5.3293228,FALSE,FALSE
Biden,D,2021-03-17,2021-03-20,American Research Group,C+,364,unregistered,0.54678347,0,96,1,93.718316,3.0519352,FALSE,FALSE
Biden,D,2021-03-20,2021-03-23,YouGov,B+,495,unregistered,0.47429472,0,89,4,91.911862,3.3293228,FALSE,FALSE
Biden,D,2021-03-22,2021-03-23,Rasmussen Reports/Pulse Opinion Research,B,380,likely voter,0.69898155,0,79,20,82.323944,16.633108,TRUE,TRUE
Biden,D,2021-03-22,2021-03-25,Marist College,A,380,registered voter,0.76334156,0,94,4,93.190218,4.506661,TRUE,FALSE
Biden,D,2021-03-23,2021-03-25,YouGov,B+,549,unregistered,0.52108389,0,88,6,90.911862,5.3293228,FALSE,FALSE
Biden,D,2021-03-24,2021-03-26,Harris Insights & Analytics,B+,696,registered voter,0.73730465,0,94,6,93.040754,5.609612,TRUE,FALSE
Biden,D,2021-03-25,2021-03-29,Morning Consult,B,890,unregistered,0.64575829,0,87,9,88.425901,8.3301544,FALSE,FALSE
Biden,D,2021-03-25,2021-03-29,AP-NORC,NA,560,unregistered,0.88463247,0,97,2,95.79637,2.403384,FALSE,FALSE
Biden,D,2021-03-25,2021-03-29,Global Strategy Group/GBAO (Navigator Research),B/C,410.82,registered voter,0.45766091,0,91,6,90.400862,6.5028142,TRUE,FALSE
Biden,D,2021-03-26,2021-03-29,Morning Consult,B,837,registered voter,0.60829424,0,90,7,91.425901,6.3301544,TRUE,FALSE
Biden,D,2021-03-27,2021-03-30,YouGov,B+,496,unregistered,0.46683323,0,81,9,83.911862,8.3293228,FALSE,FALSE
Biden,D,2021-04-02,2021-04-05,Harris Insights & Analytics,B+,1011,registered voter,0.86104598,0,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-04-03,2021-04-06,YouGov,B+,535,unregistered,0.49860152,0,90,5,92.911862,4.3293228,FALSE,FALSE
Biden,D,2021-04-06,2021-04-06,Data for Progress,B,565,unregistered,0.89063981,0,90.65,7.37,91.059258,6.8997345,FALSE,FALSE
Biden,D,2021-04-06,2021-04-08,YouGov,B+,589,unregistered,0.55226306,0,88,9,90.911862,8.3293228,FALSE,FALSE
Biden,D,2021-04-08,2021-04-12,Quinnipiac University,A-,358.73,unregistered,0.70502977,0,95,3,94.320673,3.4727051,FALSE,FALSE
Biden,D,2021-04-08,2021-04-12,Global Strategy Group/GBAO (Navigator Research),B/C,527.52,registered voter,0.56219711000000006,0,92,6,91.400862,6.5028142,TRUE,FALSE
Biden,D,2021-04-09,2021-04-13,Harris Insights & Analytics,B+,1393,registered voter,1.1617966,0,94,6,93.040754,5.609612,TRUE,FALSE
Biden,D,2021-04-09,2021-04-12,Morning Consult,B,861,registered voter,0.74992897,0,89,6,90.425901,5.3301544,TRUE,FALSE
Biden,D,2021-04-10,2021-04-13,YouGov,B+,533,unregistered,0.51067587,0,89,7,91.911862,6.3293228,FALSE,FALSE
Biden,D,2021-04-12,2021-04-16,Ipsos,B-,2070,unregistered,1.6641131,0,90,8,90.068512,7.4569596,FALSE,FALSE
Biden,D,2021-04-17,2021-04-20,YouGov,B+,513,unregistered,0.49123837,0,86,10,88.911862,9.3293228,FALSE,FALSE
Biden,D,2021-04-17,2021-04-20,American Research Group,C+,363,registered voter,0.55118311,0,97,1,94.718316,3.0519352,TRUE,FALSE
Biden,D,2021-04-16,2021-04-23,Echelon Insights,B/C,371,registered voter,0.60775939,0,88,6,87.780049,6.7560727,TRUE,FALSE
Biden,D,2021-04-18,2021-04-21,ABC News/The Washington Post,A+,332.31,unregistered,0.72338316,0,92,6,91.551508,6.6461858,FALSE,FALSE
Biden,D,2021-04-18,2021-04-21,Fox News/Beacon Research/Shaw & Co. Research,A,430.86,registered voter,0.87194346,0,94,4,93.883056,4.0316298,TRUE,FALSE
Biden,D,2021-04-21,2021-04-26,SSRS,C,321.28,unregistered,0.51073874,0,97,3,95.652863,3.6800787,FALSE,FALSE
Biden,D,2021-04-22,2021-04-26,Global Strategy Group/GBAO (Navigator Research),B/C,415.38,registered voter,0.46010788,0,94,4,93.400862,4.5028142,TRUE,FALSE
Biden,D,2021-04-24,2021-04-26,Morning Consult,B,812,registered voter,0.77433271,0,95,3,96.425901,2.3301544,TRUE,FALSE
Biden,D,2021-04-25,2021-04-27,YouGov,B+,498,unregistered,0.46563066,0,86,8,88.911862,7.3293228,FALSE,FALSE
Biden,D,2021-04-26,2021-04-28,Harris Insights & Analytics,B+,1043,registered voter,0.8934973,0,92,8,91.040754,7.609612,TRUE,FALSE
Biden,D,2021-04-27,2021-04-29,YouGov,B+,597,unregistered,0.55076585,0,86,7,88.911862,6.3293228,FALSE,FALSE
Biden,D,2021-04-27,2021-04-29,Harris Insights & Analytics,B+,693,registered voter,0.59683128,0,92,8,91.040754,7.609612,TRUE,FALSE
Biden,D,2021-04-29,2021-05-03,AP-NORC,NA,847.32,unregistered,1.2366449,0,96,3,94.79637,3.403384,FALSE,FALSE
Biden,D,2021-05-01,2021-05-04,YouGov,B+,569,unregistered,0.51861785,0,81,11,83.911862,10.329323,FALSE,FALSE
Biden,D,2021-05-03,2021-05-04,Harris Insights & Analytics,B+,347,registered voter,0.33553624,0,92,8,91.040754,7.609612,TRUE,FALSE
Biden,D,2021-05-04,2021-05-10,Marist College,A,376.25,registered voter,0.779893,0,97,3,96.190218,3.506661,TRUE,FALSE
Biden,D,2021-05-06,2021-05-10,Global Strategy Group/GBAO (Navigator Research),B/C,420,registered voter,0.47226757,0,95,4,94.400862,4.5028142,TRUE,FALSE
Biden,D,2021-05-07,2021-05-09,Morning Consult,B,830,registered voter,0.88867476,0,92,6,93.425901,5.3301544,TRUE,FALSE
Biden,D,2021-05-08,2021-05-11,YouGov,B+,548,unregistered,0.49609079,0,82,13,84.911862,12.329323,FALSE,FALSE
Biden,D,2021-05-11,2021-05-13,YouGov,B+,531,unregistered,0.47989148,0,88,8,90.911862,7.3293228,FALSE,FALSE
Biden,D,2021-05-15,2021-05-15,Data for Progress,B,746,unregistered,1.1002007,0,91.45,6.88,91.859258,6.4097345,FALSE,FALSE
Biden,D,2021-05-14,2021-05-17,Echelon Insights,B/C,473,registered voter,0.72334704,0,92,5,91.780049,5.7560727,TRUE,FALSE
Biden,D,2021-05-15,2021-05-18,YouGov,B+,580,unregistered,0.52407172,0,86,8,88.911862,7.3293228,FALSE,FALSE
Biden,D,2021-05-17,2021-05-19,Harris Insights & Analytics,B+,699,registered voter,0.8512651,0,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-05-17,2021-05-20,American Research Group,C+,361,registered voter,0.54901655,0,97,2,94.718316,4.0519352,TRUE,FALSE
Biden,D,2021-05-18,2021-05-24,Quinnipiac University,A-,434.28,unregistered,0.8304853,0,89,8,88.320673,8.4727051,FALSE,FALSE
Biden,D,2021-05-20,2021-05-24,Global Strategy Group/GBAO (Navigator Research),B/C,505.68,registered voter,0.57589282,0,93,5,92.400862,5.5028142,TRUE,FALSE
Biden,D,2021-05-22,2021-05-25,YouGov,B+,595,unregistered,0.5410686,0,87,10,89.911862,9.3293228,FALSE,FALSE
Biden,D,2021-05-22,2021-05-25,Fox News/Beacon Research/Shaw & Co. Research,A,421.26,registered voter,0.84153641,0,90,8,89.883056,8.0316298,TRUE,FALSE
Biden,D,2021-05-24,2021-05-26,YouGov,B+,598,unregistered,0.54684794,0,84,9,86.911862,8.3293228,FALSE,FALSE
Biden,D,2021-05-25,2021-05-26,Rasmussen Reports/Pulse Opinion Research,B,342,likely voter,0.6417482,0,84,12,87.323944,8.6331077,TRUE,TRUE
Biden,D,2021-05-29,2021-06-01,YouGov,B+,531,unregistered,0.51250534,0,85,10,87.911862,9.3293228,FALSE,FALSE
Biden,D,2021-06-06,2021-06-08,YouGov,B+,516,unregistered,0.52460062,0,87,6,89.911862,5.3293228,FALSE,FALSE
Biden,D,2021-06-07,2021-06-09,Harris Insights & Analytics,B+,697,registered voter,1.0099542,0,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-06-10,2021-06-14,AP-NORC,NA,483.75,unregistered,0.82196199,0,95,5,93.79637,5.403384,FALSE,FALSE
Biden,D,2021-06-11,2021-06-13,Morning Consult,B,761,registered voter,0.90376203,0,90,8,91.425901,7.3301544,TRUE,FALSE
Biden,D,2021-06-10,2021-06-14,Global Strategy Group/GBAO (Navigator Research),B/C,420.42,registered voter,0.50938265,0,94,4,93.400862,4.5028142,TRUE,FALSE
Biden,D,2021-06-13,2021-06-15,YouGov,B+,507,unregistered,0.51158527,0,89,6,91.911862,5.3293228,FALSE,FALSE
Biden,D,2021-06-11,2021-06-17,Ipsos,B-,2015,unregistered,1.6932223,0,91,8,91.068512,7.4569596,FALSE,FALSE
Biden,D,2021-06-17,2021-06-20,American Research Group,C+,361,unregistered,0.54914697,0,95,3,92.718316,5.0519352,FALSE,FALSE
Biden,D,2021-06-18,2021-06-22,Echelon Insights,B/C,456,registered voter,0.71328836,0,93,3,92.780049,3.7560727,TRUE,FALSE
Biden,D,2021-06-19,2021-06-22,Fox News/Beacon Research/Shaw & Co. Research,A,390.39,registered voter,0.79185227,0,91,8,90.883056,8.0316298,TRUE,FALSE
Biden,D,2021-06-20,2021-06-22,YouGov,B+,537,unregistered,0.52025136,0,92,5,94.911862,4.3293228,FALSE,FALSE
Biden,D,2021-06-22,2021-06-24,YouGov,B+,579,unregistered,0.56032774,0,91,6,93.911862,5.3293228,FALSE,FALSE
Biden,D,2021-06-24,2021-06-28,Global Strategy Group/GBAO (Navigator Research),B/C,420,registered voter,0.51346479,0,92,6,91.400862,6.5028142,TRUE,FALSE
Biden,D,2021-06-22,2021-06-29,Marist College,A,289.6,unregistered,0.61444974,0,93,5,92.190218,5.506661,FALSE,FALSE
Biden,D,2021-06-25,2021-06-28,Morning Consult,B,778,registered voter,0.86842376,0,90,7,91.425901,6.3301544,TRUE,FALSE
Biden,D,2021-06-26,2021-06-29,YouGov,B+,516,unregistered,0.50622519,0,87,8,89.911862,7.3293228,FALSE,FALSE
Biden,D,2021-06-27,2021-06-30,ABC News/The Washington Post,A+,272.1,unregistered,0.59774395,0,95,1,94.551508,1.6461858,FALSE,FALSE
Biden,D,2021-07-03,2021-07-06,YouGov,B+,544,unregistered,0.52886671,0,91,4,93.911862,3.3293228,FALSE,FALSE
Biden,D,2021-07-08,2021-07-09,Harris Insights & Analytics,B+,347,registered voter,0.56879107,0.00353885,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-07-10,2021-07-13,YouGov,B+,533,unregistered,0.50568198,0.01089804,87,6,89.911862,5.3293228,FALSE,FALSE
Biden,D,2021-07-13,2021-07-14,Rasmussen Reports/Pulse Opinion Research,B,380,likely voter,0.69898155,0.0303905,81,17,84.323944,13.633108,TRUE,TRUE
Biden,D,2021-07-13,2021-07-15,YouGov,B+,615,unregistered,0.58235644,0.01879381,85,9,87.911862,8.3293228,FALSE,FALSE
Biden,D,2021-07-15,2021-07-19,Global Strategy Group/GBAO (Navigator Research),B/C,420,registered voter,0.50693012,0.02633922,92,6,91.400862,6.5028142,TRUE,FALSE
Biden,D,2021-07-16,2021-07-18,Morning Consult,B,766,registered voter,0.81507622,0.03871344,86,10,87.425901,9.3301544,TRUE,FALSE
Biden,D,2021-07-15,2021-07-19,AP-NORC,NA,614.76,unregistered,0.94851016,0.05543115,90,8,88.79637,8.403384,FALSE,FALSE
Biden,D,2021-07-17,2021-07-20,YouGov,B+,516,unregistered,0.49236916,0.02905746,88,6,90.911862,5.3293228,FALSE,FALSE
Biden,D,2021-07-17,2021-07-20,American Research Group,C+,360,unregistered,0.54818713,0.03873686,96,2,93.718316,4.0519352,FALSE,FALSE
Biden,D,2021-07-20,2021-07-21,Harris Insights & Analytics,B+,351,registered voter,0.54877323,0.04340218,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-07-19,2021-07-23,Echelon Insights,B/C,481,registered voter,0.7213626,0.06043377,93,5,92.780049,5.7560727,TRUE,FALSE
Biden,D,2021-07-24,2021-07-27,YouGov,B+,532,unregistered,0.51203142,0.06546734,85,8,87.911862,7.3293228,FALSE,FALSE
Biden,D,2021-07-27,2021-08-02,Quinnipiac University,A-,348.3,unregistered,0.69136434,0.16225568,92,7,91.320673,7.4727051,FALSE,FALSE
Biden,D,2021-07-29,2021-08-02,Global Strategy Group/GBAO (Navigator Research),B/C,420,registered voter,0.50165231,0.11209072,88,10,87.400862,10.502814,TRUE,FALSE
Biden,D,2021-07-31,2021-08-02,Morning Consult,B,843,unregistered,0.82034506,0.18261767,85,11,86.425901,10.330154,FALSE,FALSE
Biden,D,2021-07-30,2021-08-02,YouGov,B+,548,unregistered,0.52992657,0.11816449,84,10,86.911862,9.3293228,FALSE,FALSE
Biden,D,2021-07-31,2021-08-03,YouGov,B+,510,unregistered,0.4929737,0.11832151,87,10,89.911862,9.3293228,FALSE,FALSE
Biden,D,2021-08-02,2021-08-02,Data for Progress,B,599,unregistered,0.96081104,0.27737299,88.01,9.94,88.419258,9.4697345,FALSE,FALSE
Biden,D,2021-08-04,2021-08-05,Harris Insights & Analytics,B+,408,registered voter,0.60251258,0.17993331,93,7,92.040754,6.609612,TRUE,FALSE
Biden,D,2021-08-07,2021-08-10,YouGov,B+,511,unregistered,0.51229921,0.21071075,83,10,85.911862,9.3293228,FALSE,FALSE
Biden,D,2021-08-07,2021-08-10,Fox News/Beacon Research/Shaw & Co. Research,A,410.82,registered voter,0.84321633,0.38479876,89,8,88.883056,8.0316298,TRUE,FALSE
Biden,D,2021-08-02,2021-08-17,Gallup,B+,151,unregistered,0.32186164,0.15937907,86,14,85.656409,13.578895,FALSE,FALSE
Biden,D,2021-08-12,2021-08-16,AP-NORC,NA,795.34,unregistered,1.1664339,0.75247805,86,14,84.79637,14.403384,FALSE,FALSE
Biden,D,2021-08-12,2021-08-16,Global Strategy Group/GBAO (Navigator Research),B/C,410.41,registered voter,0.53712957,0.34037749,88,9,87.400862,9.5028142,TRUE,FALSE
Biden,D,2021-08-13,2021-08-16,Morning Consult,B,802,registered voter,0.73423326,0.49314758,83,11,84.425901,10.330154,TRUE,FALSE
Biden,D,2021-08-12,2021-08-18,Susquehanna Polling & Research Inc.,B+,221,likely voter,0.45421255,0.31310725,87,10,87.2171,9.8666531,TRUE,TRUE
Biden,D,2021-08-13,2021-08-18,Echelon Insights,B/C,459,registered voter,0.71236666,0.51475233,89,8,88.780049,8.7560727,TRUE,FALSE
Biden,D,2021-08-14,2021-08-17,YouGov,B+,509,unregistered,0.53651969,0.38065244,84,10,86.911862,9.3293228,FALSE,FALSE
Biden,D,2021-08-16,2021-08-18,YouGov,B+,575,unregistered,0.61507854,0.46186279,86,10,88.911862,9.3293228,FALSE,FALSE
Biden,D,2021-08-17,2021-08-20,American Research Group,C+,356,registered voter,0.5605476,0.47232137,94,4,91.718316,6.0519352,TRUE,FALSE
Biden,D,2021-08-19,2021-08-22,Morning Consult,B,828,unregistered,0.79885,0.73360332,84,11,85.425901,10.330154,FALSE,FALSE
Biden,D,2021-08-19,2021-08-23,Suffolk University,B+,326,registered voter,0.64849432,0.59812914,94,4,92.854398,5.0313443,TRUE,FALSE
Biden,D,2021-08-20,2021-08-22,Harris Insights & Analytics,B+,1053,registered voter,1.3949558,1.2840117,91,9,90.040754,8.609612,TRUE,FALSE
Biden,D,2021-08-21,2021-08-24,YouGov,B+,529,unregistered,0.63745722,0.63745722,87,7,89.911862,6.3293228,FALSE,FALSE
Trump,D,2020-02-02,2020-02-04,YouGov,B+,523,unregistered,0.6976797,0,21,51,20.208881,52.732777,FALSE,FALSE
Trump,D,2020-02-07,2020-02-09,Morning Consult,B,817,unregistered,0.82722377,0,37,37,36.171043,40.0015,FALSE,FALSE
Trump,D,2020-02-09,2020-02-11,YouGov,B+,510,unregistered,0.59868341,0,19,50,18.208881,51.732777,FALSE,FALSE
Trump,D,2020-02-16,2020-02-18,YouGov,B+,529,unregistered,0.54208536,0,11,59,10.208881,60.732777,FALSE,FALSE
Trump,D,2020-02-23,2020-02-25,YouGov,B+,525,unregistered,0.48228744,0,14,56,13.208881,57.732777,FALSE,FALSE
Trump,D,2020-02-24,2020-02-26,Morning Consult,B,786,unregistered,0.45000993,0,29,49,28.171043,52.0015,FALSE,FALSE
Trump,D,2020-02-26,2020-02-28,YouGov,B+,324,unregistered,0.28318591,0,18,70,17.208881,71.732777,FALSE,FALSE
Trump,D,2020-02-26,2020-02-28,Harris Insights & Analytics,B+,925,registered voter,0.99576012,0,22,78,16.590575,82.569725,TRUE,FALSE
Trump,D,2020-02-28,2020-03-01,Morning Consult,B,814,unregistered,0.40886295,0,23,61,22.171043,64.0015,FALSE,FALSE
Trump,D,2020-03-01,2020-03-03,YouGov,B+,622,unregistered,0.50876666,0,11,80,10.208881,81.732777,FALSE,FALSE
Trump,D,2020-03-02,2020-03-03,Ipsos,B-,527,unregistered,0.54499776,0,15,76,14.877775,75.503988,FALSE,FALSE
Trump,D,2020-03-03,2020-03-05,Morning Consult,B,769,registered voter,0.34958984,0,15,72,14.171043,75.0015,TRUE,FALSE
Trump,D,2020-03-02,2020-03-08,SurveyMonkey,C,1053,unregistered,0.89567607,0,16,82,16.589837,80.956735,FALSE,FALSE
Trump,D,2020-03-04,2020-03-07,SSRS,C,411.74,unregistered,0.5711845,0,10,84,12.337977,81.170152,FALSE,FALSE
Trump,D,2020-03-05,2020-03-08,Quinnipiac University,A-,453.96,registered voter,0.83210618,0,10,83,12.363735,80.328424,TRUE,FALSE
Trump,D,2020-03-06,2020-03-08,Global Strategy Group/GBAO (Navigator Research),B/C,420,registered voter,0.50680867,0,12,80,12.688435,78.994922,TRUE,FALSE
Trump,D,2020-03-06,2020-03-09,Morning Consult,B,809,unregistered,0.33713955,0,16,72,15.171043,75.0015,FALSE,FALSE
Trump,D,2020-03-08,2020-03-10,YouGov,B+,533,unregistered,0.38614537,0,12,78,11.208881,79.732777,FALSE,FALSE
Trump,D,2020-03-08,2020-03-09,Harris Insights & Analytics,B+,370,registered voter,0.31540401,0,21,79,15.590575,83.569725,TRUE,FALSE
Trump,D,2020-03-10,2020-03-12,YouGov,B+,328,unregistered,0.22825698,0,16,78,15.208881,79.732777,FALSE,FALSE
Trump,D,2020-03-10,2020-03-11,YouGov,B+,568,unregistered,0.39527429,0,18,74,17.208881,75.732777,FALSE,FALSE
Trump,D,2020-03-11,2020-03-13,NBC News/The Wall Street Journal,B+,395,registered voter,0.73661216,0,13,84,14.085609,82.346922,TRUE,FALSE
Trump,D,2020-03-11,2020-03-12,Ipsos,B-,149,unregistered,0.11427534,0,14,86,13.877775,85.503988,FALSE,FALSE
Trump,D,2020-03-10,2020-03-14,Morning Consult,B,754,unregistered,0.29660495,0,16,74,15.171043,77.0015,FALSE,FALSE
Trump,D,2020-03-12,2020-03-12,SurveyUSA,A,337,unregistered,0.65655676,0,10,72,9.528605,73.688586,FALSE,FALSE
Trump,D,2020-03-13,2020-03-14,Marist College,A,290.08,registered voter,0.61351492,0,15,83,16.594052,80.858852,TRUE,FALSE
Trump,D,2020-03-13,2020-03-15,YouGov,B+,352,unregistered,0.23382443,0,20,75,19.208881,76.732777,FALSE,FALSE
Trump,D,2020-03-13,2020-03-16,Morning Consult,B,761,registered voter,0.28691638,0,10,84,9.1710426,87.0015,TRUE,FALSE
Trump,D,2020-03-13,2020-03-16,Morning Consult,B,761,registered voter,0.28691638,0,18,73,17.171043,76.0015,TRUE,FALSE
Trump,D,2020-03-14,2020-03-15,Harris Insights & Analytics,B+,779,unregistered,0.55732337,0,26,74,20.590575,78.569725,FALSE,FALSE
Trump,D,2020-03-15,2020-03-17,YouGov,B+,511,unregistered,0.32737415,0,22,73,21.208881,74.732777,FALSE,FALSE
Trump,D,2020-03-16,2020-03-17,Ipsos,B-,539,unregistered,0.3628449,0,21,75,20.877775,74.503988,FALSE,FALSE
Trump,D,2020-03-17,2020-03-18,Harris Insights & Analytics,B+,744,unregistered,0.50166854,0,28,72,22.590575,76.569725,FALSE,FALSE
Trump,D,2020-03-16,2020-03-19,American Research Group,C+,358,registered voter,0.56395756,0,7,89,9.6395259,87.885691,TRUE,FALSE
Trump,D,2020-03-13,2020-03-22,Gallup,B+,314,unregistered,0.61487713,0,27,72,27.435774,70.793786,FALSE,FALSE
Trump,D,2020-03-18,2020-03-19,SurveyUSA,A,414,unregistered,0.7839256,0,24,68,23.528605,69.688586,FALSE,FALSE
Trump,D,2020-03-17,2020-03-20,Morning Consult,B,725,registered voter,0.27322623,0,26,64,25.171043,67.0015,TRUE,FALSE
Trump,D,2020-03-18,2020-03-19,Ipsos,B-,140,unregistered,0.09112121,0,30,69,29.877775,68.503988,FALSE,FALSE
Trump,D,2020-03-18,2020-03-19,Emerson College,A-,402,registered voter,0.78653038,0,20.8,68,20.588285,69.694823,TRUE,FALSE
Trump,D,2020-03-18,2020-03-22,Monmouth University,A,282,unregistered,0.58478635,0,19,76,19.930893,75.770735,FALSE,FALSE
Trump,D,2020-03-20,2020-03-22,Morning Consult,B,800,unregistered,0.30112732,0,25,67,24.171043,70.0015,FALSE,FALSE
Trump,D,2020-03-20,2020-03-22,YouGov,B+,340,unregistered,0.19949549,0,27,68,26.208881,69.732777,FALSE,FALSE
Trump,D,2020-03-18,2020-03-24,Ipsos,B-,1981,unregistered,1.2469826,0,24,71,23.877775,70.503988,FALSE,FALSE
Trump,D,2020-03-19,2020-03-22,Rasmussen Reports/Pulse Opinion Research,B,370,likely voter,0.6841403,0,25,72,23.641024,73.204829,TRUE,TRUE
Trump,D,2020-03-20,2020-03-23,Global Strategy Group/GBAO (Navigator Research),B/C,108.99,registered voter,0.09620322,0,24,72,24.688435,70.994922,TRUE,FALSE
Trump,D,2020-03-21,2020-03-22,Harris Insights & Analytics,B+,699,unregistered,0.45438003,0,32,68,26.590575,72.569725,FALSE,FALSE
Trump,D,2020-03-19,2020-03-25,UCLA Nationscape,NA,2800,unregistered,0.49230994,0,34,66,29.926265,70.754654,FALSE,FALSE
Trump,D,2020-03-19,2020-03-24,Pew Research Center,B/C,6474,unregistered,2.8531651,0,18,81,18.941087,79.19045,FALSE,FALSE
Trump,D,2020-03-21,2020-03-23,YouGov,B+,693,unregistered,0.39877147,0,22,78,21.208881,79.732777,FALSE,FALSE
Trump,D,2020-03-22,2020-03-24,YouGov,B+,502,unregistered,0.28505305,0,21,74,20.208881,75.732777,FALSE,FALSE
Trump,D,2020-03-21,2020-03-24,Fox News/Beacon Research/Shaw & Co. Research,A,495.39,registered voter,0.94400882,0,24,74,22.580906,75.038449,TRUE,FALSE
Trump,D,2020-03-22,2020-03-23,Harris Insights & Analytics,B+,371,registered voter,0.24153033,0,30,70,24.590575,74.569725,TRUE,FALSE
Trump,D,2020-03-21,2020-03-24,Global Strategy Group/GBAO (Navigator Research),B/C,106.26,registered voter,0.09111773,0,23,73,23.688435,71.994922,TRUE,FALSE
Trump,D,2020-03-22,2020-03-25,ABC News/The Washington Post,A+,305,unregistered,0.65367128,0,17,78,16.59009,77.781705,FALSE,FALSE
